,tweet,label
251,Daily Top 5 Gainers on #Bybit  🥇 $SD +36.21% @user  🥈 $GRT +23.88% @user    🥉 $LDO +18.62% @user      👏 Followed by $BAT @user and $WAVES @user    👉🏻 Trade now: http http,mega
252,"📣 The Snapshot period for Bybit Launchpad‘s next project, OpenBlox ( $OBX ) is well underway! @user  ℹ️ Learn more about #OpenBlox, its unique features, and find out how you can join Bybit Launchpad via our quick guide below!  ✅ Join now: http http",mega
253,"@user Last I checked, we saved one for you. 😉",mega
254,"@user @user @user @user @user Hi Eugene, we have your UID when you registered in the form. 🙂",mega
255,RT @user What’s your $ICP mood in one gif?  Here is mine #IC friends. 🧹🧹🧹 http,micro
256,What have you done this week on @user #InternetComputer that can not be done on any other blockchain today?  Comment below with your unique #IC use case that cannot be replicated by any other blockchain in the world.  Let’s show the world how mind-blowing $ICP truly is.,micro
257,RT @user 📢 #IC Metaverse Opportunity📢  The @user metaverse is going to expand very soon. We are excited to be looking for o…,micro
258,"📢Big News for #IC Decentralization📢  The @user network (ICPMN) neuron is now a named followee in the NNS dApp.  We started this community after genesis with only a few people and here we are. This is huge, it shows to the world the power of $ICP liquid democracy.🤯🗳♾ http",micro
259,In September 2021 I called @user an NFT marketplace built by @user was such an obvious move.  Now I’m saying massive utility coming for Crowns NFTs in @user &amp; @user ecosystem. Again this is SO obvious.  Do whatever you want with this $ICP call. http,micro
260,RT @user We are happy to announce that @user @user have just applied for Achievement Unblocked. 🚀  Retweet if want…,micro
261,I meet more &amp; more #IC people in their early 20s passionate about $ICP &amp; #Web3.  They want to be part of @user paradigm shift by contributing to a positive sum game for the next decade.  They are hungry and immensely talented.  They are building.  It’s going to be insane.,micro
262,RT @user I just want to say it out loud:  @dfinity has the best community I’ve never seen in the whole crypto space.  #IC  commun…,micro
263,What’s the best #IC advice you would give to anyone new to $ICP ecosystem?,micro
264,"RT @user 🔊 🔊 Good News for $HEC holders 💎💎  Another top crypto exchange, @user will be listing @user on Friday, 21s…",micro
265,RT @user The Orange Protocol Genesis Drop NFT #campaign is now coming to @user 🙌🪂  Here's how: ✅ Follow @user +…,micro
266,"RT @user I love that @user is a free mint. Yet I don't trust Solana whales, they can sweep it to  70 Sol floor. Making it exp…",micro
267,"RT @user ABC(Abracadabra) 🔤🔤  1: No Discord, no Twitter, no Team. 2: No Launchpad, No Minting, no Bots. 3: All revealed and listed on Ma…",micro
268,"RT @user So @user have released a mint price of 6.5 $SOL , 10k supply. Are they sweeping the floor or your WALLETS 👀👀 http",micro
269,RT @user Onboarding the Hedera ($HBAR) ecosystem? Here’s a thread to get you acquainted  The @user or Hedera Hashagraph is based…,micro
270,RT @user ⚡️ FLASH GIVEAWAY ⚡️  5x @user WL Spots.  1 $Sol prize.   How to enter 🎫  - Follow @user &amp; @user,micro
271,"RT @user 1 $SOL Winner, 300 seconds💫  -RT + Follow Me🔔",micro
272,"We are giving away 3  WL spots for the upcoming mint on $Near   1. Follow  @drealilorin_boy   and  @TheCrocsNEAR 2. Like, RT and Tag 2 friends  ⏰ Winners will be announced in 24 Hours  #WLGiveaway #NFTgiveways http",micro
273,@user @user @user @user @user Congrats man 🔥🔥🔥,macro
274,@user put use mouse scroll wheel.. down or up,macro
275,Happppppiest of birthdays to my all time favorite hero! Love celebrating you this year and every year! Lots of blissings your way. @user http,mega
276,"RT @user Indeed: ""The scientists calculated that the average false story takes about 10 hours to reach 1,500 Twitter users, versus…",mega
277,😍🙌🏼😇🌻 http,mega
278,In other news! http,mega
279,"#2DaysToGo to meet #MrsSubbalakshmi!  #MrsSubbusSwag is all set to woo you..❤️ Tune into @user from this #WomensDay, #8thMarch.. #MrsSubbalakshmiOnZee5 http",mega
280,🔆🔅🔆 http,mega
281,"And it’s finalllyyy here! The First episode of #ahaBhojanambu is Out Now😍  Prepare yourself for a punch of Food, Fun, Fusion &amp; crazy confusion with the best, @user ❤️ ▶️ http @user @user @user @user @user http",mega
282,❤ http,mega
283,An energy crisis has resulted from the exodus of #Bitcoin miners to Kazakhstan from China. Will the construction of a nuclear power plant be undertaken to solve it? http,mega
284,Binance establishes three subsidiaries in Ireland as the exchange appears to be settling down in the country.   Is this the move that turns @user luck around? http via @user,mega
285,Major gains for all! The altcoin market saw most of its tokens increase by double digits as Bitcoin reached $47.5K. http,mega
286,"From starting as a software developer to later realizing his desire to become an entrepreneur, @user now guides other founders in the industry. Find out what he thinks the biggest obstacle ETH is facing today in our exclusive interview: http @user",mega
287,Defending DeFi.   Security platform Immunefi recently announced a $5.5M fundraise in order to increase and develop security in the decentralized finance ecosystem.  https://t.co/4SAgX2GOV7,mega
288,"Bullish selling? Institutions appear to be selling for tax reasons as 2021 comes to a close.   As resistance flips to support, $52K BTC appears to be the biggest hurdle before new highs. http",mega
289,"Ethereum price takes another tumble below $3,000 and @user says data shows traders are warming up to the idea that further downside is in store. http",mega
290,"Who threw that steak in the pool? Oh, stake... Not all things in DeFi have to be food puns.   Genius Yield's initial stake pool offering saw over $100M in two days. http",mega
291,Suex OTC will likely not be the last business sanctioned by the US Treasury http,mega
292,"Fear leads to uncertainty, and uncertainty turns even the best traders bearish. @user explains how regulatory fears are impacting Bitcoin price and BTC futures and options indicators. http",mega
293,Microsoft Research multitouch mice Favorite,macro
294,Frozen Britain seen from above,macro
295,"Disney's 'Davy Crockett,' Fess Parker, Dies at 85",macro
296,RT @user BREAKING: $GME POSSIBLY SECRETLY BOUGHT OUT $LRC 👀! WOW http,micro
297,"RT @user $AMC $APE @user has a responsibility to share holders, bond holder &amp; his company.  $APE could be the ultimate happy medi…",micro
298,RT @user @user @user @user @user @user @user @user @user @user @user,micro
299,RT @user “How are your trades going?” $AMC $APE http,micro
300,@user wow this is amazing @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
301,@user wow this is amazing @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
302,@user wow this is amazing @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
303,@user respect for the 1inch team! @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
304,@user sickest airdrop i ever got @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
305,@user respect for the 1inch team! @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
306,@user i just claimed $2k @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
307,@user bruh i just got $1k lol @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
308,@user i just claimed $2k @user @user @user @user @user @user @user @user @user @user @user @user @user @user,micro
309,@user Wink if $1000 $LUNA is not a meme,micro
310,Anyone know if @user  pre attack $LUNA holders are getting the airdrop?  $CEL,micro
311,RT @user 1/ Thrilled to reveal the blossoming collaboration between @user and Terra will also be further solidified with a…,micro
312,@user constantly rising 🔥 insane prices right now 🤯 $LUNA http,micro
313,@user You forgot terra $LUNA  https://t.co/MjuaCWpoqR,micro
314,"Accepted that’s $LUNA gone this morning, man this one has hurt. I hope you all affected are doing ok. Onwards and upwards 🤜🏻",micro
315,Is $1000 $LUNA really a meme 🤔🔥 http,micro
316,Using @user $AVAX is like a dream compared to $ETH 🔥,micro
317,"RT @user 1/ The more I think about it, the more the $LUNA / $UST collapse appears to be having a knock-on effect on the rest of the c…",micro
318,@user $CRO loyal stakers today 🤡 http,micro
319,RT @user JUST IN: Canada formally labels the Proud Boys a terrorist entity. http,mega
320,Happy Fathers Day to all you fathers out there. Love your family. Protect your family. Stay with your family. Forever. http,mega
321,"Happy birthday young man! Welcome to the #kissarmy. As soon as it is safe for you and all of us, we will see you soon! http",mega
322,"Shockingly and shamefully, Fox did not cover the funeral!!! http",mega
323,"Bring back Catherine Coley, say I…..Binance Chief Brian Brooks Steps Down From Binance Just Months Into Tenure  http",mega
324,"RT @user #ETH hits a new all-time high of $2,271 🚀",mega
325,CNBC- Yes. Your boss can fire you if you refuse to take the vaccine! http,mega
326,"Debra, don’t be jealous. It makes you look small. http",mega
327,RT @user THANK YOU to every member of the hard-working crew for helping us build the largest stage ever in the UAE. Who’s ready to #KISS20…,mega
328,"RT @user Rep. Marjorie Taylor Greene mocked Parkland shooting survivor David Hogg in a 2019 interview with a Georgia gun group, a previ…",mega
329,🐳 #Cardano $ADA Whale ❤️laced!💰 Transaction Output: 16.4M ₳D₳ / 7.54M USD 👁️ Tx info:➡️ http http,no influencer
330,Comment Below Your Team ✅  Team 🅰️           Team 🅱️ $BTC                  $ETH $LTC                  $TRX $DOGE              $XLM $ADA                 $XRP,micro
331,Algorand - [0.0002 kWh per tx]  $ALGO does not involve mining. The blockchain is already carbon neutral but they are not stopping there. They are focused on creating a carbon-negative network using carbon credits. The Algorand Foundation also supports sustainable projects,micro
332,"Cardano - [0.5 kWh per tx]  $ADA the most well known of the green cryptos. It uses a proof-of-stake system called Ouroboros that facilitates 1,000 transactions a second. What sets ADA apart is that it can be scaled to global needs without sacrificing security or sustainability",micro
333,Unsure on what #cryptocurrency to stack up on? No problem. Play it safe.  Get cash and earn $USDC with Stackwise rewards from SALT: http,micro
334,RT @user @user Facts tho lex changed the whole sound of rap with @user 💯💯💯,mega
335,Any habit which causes one to procrastinate—to put off reaching a definite decision—leads to the habit of drifting.,mega
336,🔥💯 http,mega
337,We Got Him OUT!!! #DanielKaluuya #London 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🔥🔥🔥 #BlackPanther 💨💨💨 tonite was insane!! @user 💨💨💨 http,mega
338,RT @user @user @user This new Waka is 🔥🔥🔥,mega
339,RT @user The pain runs deep 💔🔥💕 #wakaandtammy #whatheflocka #wetv #tammyriveramalphurs #charlieriveramalphurs #tiktokviral #wtf…,mega
340,RT @user Waka Flocka Returns With “Trap My Ass Off” - Waka Flocka has been relatively quiet throughout 2017. It’s unfort... http,mega
341,@user Won’t be surprised if it goes below that….!,macro
342,@user Thanks for the suggestion Steve!,macro
343,RT @user I’m going to make our time special. #Banksy promise $TSLA $DOGE #Onelove because there’s only one kind.. thank you for fo…,nano
344,RT @user The signs were there long ago 💪🤣💯 #dogecoin $doge http,nano
345,RT @user But we will! @user $DOGE http,nano
346,Winner 🏆 : @user will contact you to arrange your prize.Thank you!   ✔ http,macro
347,RT @user 📣WE WILL REWARD EARLY COMMUNITY!📣 Only 70 left for minting at 0.2 $SOL on http  Price will increase 📈 GE…,macro
348,$150 GIVEAWAY 💰  -Follow @user + Rt/Like their📌 - Join Telegram :https://t.co/f890trKblQ - Retweet + Reply proof  End 48 hours 🔥 http,macro
349,Guys! Join this one🔥 and have a chance for the sponsors giveaways🚀🚀,macro
350,RT @user $200 Giveaway🔥   ✅ RT &amp; Join TG: http in 2 days⌛️,macro
351,$100 Giveaway🔥 / 24 Hours  ✅ RT &amp; Follow @user  ✅ Must Join their TG: http proof) —————————————— 1 million Market Cap $BUSD Rewards Decreasing Sales Tax https://t.co/MbaPS4zgXR Only 4 Days Old,macro
352,RT @user $30 Giveaway 💵 / 180mins  ➡️ RT &amp; Follow @user and @user,macro
353,http,macro
354,http,macro
355,We are now LIVE on CoinTigerEX #Cointiger ( $QUACK/ $USDT )Start trading here:https://t.co/BYfPn3Fdzu#newlisting #Coin…,no influencer
356,อยู่ดีๆก็ได้ $Luna แพงๆมาเต็มมือ 🥹,no influencer
357,@user แค่ทัก $bSOL $SOL ก็ 🚀,no influencer
358,"Hey Frens  If your aren't on http you are wrong🤪  @dibsmoney is a platform where you can save on crypto, is that not wonderful 🤩🤩 thats not all  Daily opportunity to Earn 5% APR in $BNB $EMP $NFTART $AMES   @EmpMoneyBSC @user @user #Defi #Launch http",micro
359,"HOW TO MINT FCC  You have to have a $SOL wallet which can be either (Phantom, Sollet, Solflare etc) with a stipulated amount of $SOL required for mint, then go ahead to connect your wallet.   ⚠️BE CAREFUL WHEN CONNECTING MAKE SIRE YOU ARE ON THE RIGHT PLATFORM⚠️ http",micro
360,"@user keeps breaking grounds on the crypto space and we arent ready to stop yet✨  $HEC and TOR goes live on @user will also be going live soon, trust me it's going to be explosive 🤯  #Bitmart #FTM $FTM #HECTORFINANCE #DEX $MIM $FRAX $USDC $USDT $DAI http",micro
361,RT @user Second Trailer 🤩!!! + 2000$ $TOR #Giveaway  🔥Hades🔥 Total in collection:  300x  🔸150x Common 🔸75x Uncommon 🔸45x Rare 🔸24x E…,micro
362,🚨NFT GIVEAWAY ALERT🚨  @HectorDAO_HEC and @user are giving away amazing Arts of Zeus.🤩🤩  You could be that lucky winner if you follow the instructions below on the quote tweet📌  Follow✅ @user   $HEC #FTM $FTM #NFT #NFTArts #Fantom #NFTcollection #NFTdrop http,micro
363,Giveaway Alert🚨  10 WL Spots available for grab from @user &amp; @user 🤩  These collections will be leading the way in the @user on the Fantom Ecosystem ⚡  🔗 https://t.co/4gnnaeV4rZ https://t.co/OUJEVsEYhM   $TOR #FTM #Fantom $FTM #NFTwhitelist #NFT http,micro
364,RT @user If you can't handle red candles you are not ready to party the green candles  $FTM,micro
365,"Hey Frens📢  Take part in this and make generational wealth⚡⚡  Get on this and tag your pals on this, let's all secure the bag💰  Projects to look out for @HectorDAO_HEC @user   $HEC #FTM $FTM #NFT #NFTcollection http",micro
366,🚨GIVEAWAY ALERT🚨  If you have not joined the contest you are wrong.🚫  Be part of this and have the chance to win awesome prices🤩🤑.  Be early to @user &amp; @user NFTs community soon to the moon🚀🚀  #FTM $FTM #NFT #NFTDROP #NFTcollection #cryptocommunity http,micro
367,"RT @user $TOR is here to stay, don’t sleep on it! 👇  $TOR - $FTM: 46.4% APY 🔥 https://t.co/osOp8bfUtj  Stable Curve Vault, $TOR, $USDC,…",micro
368,"This 29-year-old built a career and 2 side hustles that earn her $158,000 a year — here's how she spends and saves her money: http (via @user http",mega
369,"Tripled salaries, big bonuses, on-the-spot offers: Recruiters are going to extreme lengths to hire. (via @user http",mega
370,"""You need to create a vision and you need to stick to it."" As many in the restaurant industry are reeling from the pandemic, chef and restaurateur @user spoke with @user about his tips for success. http http",mega
371,Japan stocks set to dip; oil prices surge on Russia-Ukraine conflict http,mega
372,"RT @user 2pm ET 👉The #CNBCEvolve Global Summit continues with @user and CEO of @user Lynn Good, where she'll discuss the…",mega
373,"RT @user Since Feb. 24, the US has observed more than 1,100 Russian missile launches into Ukraine, according to a senior Defens…",mega
374,Investing Club: Cramer says Wells Fargo has the potential to be the 'most explosive stock in the S&amp;P 500' http,mega
375,Secret JPMorgan project aims to push bank deeper into growing market serving private companies http,mega
376,The U.S. is facing a warehouse shortage. What does this mean for American consumers and business people from Wall Street to Main Street? Watch the full video here: http http,mega
377,CDC Director Dr. Walensky says any vaccine is better than none in recommending J&amp;J's Covid shots http,mega
378,Requesting $SOL funds from the #Stakely Faucet on the Solana blockchain. Request ID: LDRTWZOS #privacy http,no influencer
379,"RT @user Millennialcoin Airdrop Campaign  Date: August 16 - August 23, 2022.   🎖Rewards: $50,000 in $MILL + $1000 BUSD.      🏅1…",nano
380,"RT @user Top 10 Coins Mentioned on Twitter Last Week 📣  $BTC 2,373,465 $SHIB 747,537 $ETH 553,074 $DOGE 397,209 $CAKE 362,217 $AD…",no influencer
381,.@catsynthspace collab now live on @user :D http http,mega
382,"hey cancun! seeya on dec 16,17+18 with some friends :D tix on sale 8/30 @ 10am pst at http http",mega
383,Good times at @user with @user and @user if you didn’t get after party tickets stream it here from 6pm - 12am pst http,mega
384,thank you horde! sold out Las Vegas last night w/ 10k strong :D http,mega
385,http,mega
386,@user do they really?,mega
387,@user I'm good. Thanks.,mega
388,hmmmm... NYE on the west coast?! http,mega
389,Defeated Luna Quest for @user in record time! Played yet? http #nftgame #blockchaingame #LUNAtics $LUNA #LVN #NFTcommunity #DeFi #GameFi,no influencer
390,Requesting $MATIC funds from the #Stakely Faucet on the Polygon blockchain. Request ID: 2G65FUHU #privacy http,no influencer
391,Requesting $MATIC funds from the #Stakely Faucet on the Polygon blockchain. Request ID: L1BAD0KX #privacy http,no influencer
392,RT @user ULTRA GIVEAWAY!!  1x 1 $SOL(declared on minting date) 5x WL  Enter:  1. Follow  + like  2. RT/Tag 5 Friends  3. Join Discord-…,nano
393,RT @user SOL GIVEAWAY🎁  💰$150 (2.5 $SOL) 1 Winners  ✅Follow @user @user   ✅Retweet &amp; like ✅Tag 3 friends  🚨BON…,nano
394,RT @user ⚡ FLASH GIVEAWAY ⚡  Prize: 🏆 0.1 $Sol   To Enter: ✅ Follow ✅ RT &amp; Like  ✅ Tag 3 friends   Ends in 14 Hours ⚡   #SolanaNFTs…,nano
395,"RT @user A lucky person will win $10,000 in $ETH to enter follow, rt and like... Drop your wallet address!",nano
396,RT @user ⚡ FLASH GIVEAWAY ⚡  Prize: 🏆 $3 $SOL to 1 winner  To Enter: ✅ Follow Us and @user RT &amp; Like ✅ Tag 3 Friends  Ends…,nano
397,⚡ FLASH GIVEAWAY ⚡  Prize: 🏆 $3 $SOL to 1 winner  To Enter: ✅ Follow @user RT &amp; Like ✅ Tag 3 Friends  Ends in 4 Hours ⚡   #SolanaNFTs #SolanaGiveaways #SolanaGiveaway #NFTGiveaways,nano
398,"RT @user I’m bored , drop your $ETH address and ⬇️ and Retweet ! 40 winners                                                     (…",nano
399,RT @user 🎉2️⃣0️⃣0️⃣0️⃣0️⃣SOL GIVEAWAY🎉  🏆$500 ( 5 $SOL) 1 Winner  1⃣Follow Me 2⃣Retweet   Ends in 24 hours  #Solana #SolanaGivea…,nano
400,RT @user ⚡ FLASH GIVEAWAY ⚡  Prize: 🏆 $3 $SOL to 1 winner  To Enter: ✅ Follow @user RT &amp; Like ✅ Tag 3 Friends  Ends in 4 H…,nano
401,RT @user 🎁 MEGA #GIVEAWAY! 🎁  Prizes: 🏆 $100 - $SOL  🏆 5X #NFT (Worth $100 each)  Must: 1️⃣ Follow Me &amp; @user Like…,nano
402,"“I think bitcoin will remain as a standard. But of course it cannot stay alone. So that’s why you have more coins coming in. It’s a natural process,” @user says.  “It’s like the dot-com bubble - 99.9% will be gone.” https://t.co/tHKk5pLLWm",mega
403,Senator Pat Toomey blames Gary Gensler’s SEC for failing to head off the turmoil that’s been taking down crypto firms – months after cautioning the same agency against “paternalistic” investor protection rules.  @jesseahamilton reports  https://t.co/MbPQFmQuEU,mega
404,"We’ll close out the day with some more entertainment. Head to the Sport Court to test your skills and win some prizes, eat at Lonesome Dove and catch live music with Bob Moses &amp; Aluna, head to the MetaGala and more. http",mega
405,"The @user hacker's personality shined through as a jokester who enjoys the spotlight by offering movie recommendations and waxing philosophical on German existentialism.  Watch a new episode of ""CoinDesk Breaks It Down"" on @user http http",mega
406,"LIVE: What is the Ukraine tech community doing amid war?   ""Community Crypto"" goes to Ukraine and Poland to speak with @user Jan Keil and fundraising platform Whitepay CEO Gleb Udovychenko.  Watch on http http",mega
407,Where is the balance between preventing the misuse of technology by bad actors and preserving privacy for everyone else?  @NLW looks at the crypto industry’s response to news that Alexey Pertsev was arrested for his work on @user,mega
408,"In less than two years, Shiba Inu (SHIB) has amassed more than one million followers and become a top 20 crypto project. Here's everything you need to know. https://t.co/qD1RVrSG0M",mega
409,.@googlecloud is hiring its own team of blockchain experts to capitalize on the move to decentralized Web 3 applications. By @user,mega
410,NEW: @user DeFi app @user raised $5 million in a bid to expand its yield aggregation and crypto lending products.  @realDannyNelson reports  https://t.co/pn4j9t9kIN,mega
411,"The Dalian Commodity Exchange paid the fees to Dalian Liangyun Group Storage and Transportation, marking the first use of its kind for the digital yuan.  @sebsinclair1989 reports.  https://t.co/Ndtrvo42ml",mega
412,💰 Awards will be credited in within 1 week.,mega
413,"""the Halo of #Web3,"" is here and free to play today! If you want to earn some $SOL by playing a fast-paced online FPS, @user is definitely worth a shot!💥😉  Read our full analysis: http http",micro
414,"🌈@ProjectGalaxyHQ is bringing our community a #SOLCool year with huge NFT campaigns partnering with many top-tier #Solana projects. In being one of the largest gaming guilds in the $SOL ecosystem, Ancient8 honorably hosts this special event with Galaxy👇  https://t.co/siIoooFEUf http",micro
415,"7/ On Aug 31, 10,000 Aurorian NFTs were sold out in 3s for 5 $SOL each (current floor price is around 37 $SOL on @user and @user as of Jun 29). This shows Aurory is attracting significant interest before the game is even released. http",micro
416,Congratulation on a successful launch @user   $CBT volume already surpassed $ETH on @user 🔥  Shout out to our scholars. The journey has just begun #WAGMI http,micro
417,"5/  The collection of 11,111 Genesis Nyan #NFTs was minted on Nov 8, 2021 at 3 $SOL.   The current floor price is 8.77 $SOL with a return of 2.92 times the mint price. The total volume now sits at 53.5K $SOL.💵  #NFTdrops #NFTsales #NFTCommumity #NFT #Metaverse #MetaverseNFT http",micro
418,RT @user TOP PARACHAINS BY NUMBER OF HOLDERS ON POLKADOT  Let's see which protocols are accumulating trust the most from @user,micro
419,"RT @user 2022: Canada has officially ""arrived"" on the world stage with China and Iran condemning @user and Canada for gross h…",macro
420,Western medecine: the art of keeping you sick and keeping you making payments!  Holistic medecine: the art of understanding the body’s natural ability to heal at almost no cost...,macro
421,RT @user Instead of solving spam and impersonators @user decided to shadowban my account. @user why? http,macro
422,RT @user BREAKING - El Salvador just bought 410 more  #bitcoin 🇸🇻,macro
423,"What gas prices? My only « car »😊, electric bike by @user http",macro
424,😂😂😂😂😂 http,macro
425,Having great fun making this track! Which artist do you hear on this? http http,macro
426,"The result of producing music during my 1st 2 weeks in the US...CRAZY !!!! Dreams to come true! Wanna know how I did it? Read the ""outperformance"" part of my blog -&gt; http http",macro
427,"RT @user $2000  $USDT (2 WINNERS) 💸🚀  -RT + follow  &amp; ""done""🔔👇",micro
428,RT @user 🚨GIVEAWAY ALERT🚨  11 #ADAPunkz - 11 WINNERS 🏆  Rules:  ⭐ Retweet ⭐ Tag a fellow Punk ⭐ Follow me &amp; @user   Shoutout…,no influencer
429,@user  This is a very cool and innovative project. -Price: 0.1 $SOL -Supply: 4200 ⏰⏰,no influencer
430,"Anatol Lieven: ""Anyone, who expresses admiration anymore Putin’s intelligence is crazy, frankly. I used to admire him as a savvy operator but clearly what he has done in Ukraine proves recklesness, foolishness.. incapacity  to listen intelligence advice”  https://t.co/ie7ELqHr78",macro
431,"Meanwhile, Turkish MFA did NOT issue any statement in English re Bucha massacre http",macro
432,"This is not official Turkish media. Turkey’s Leftist opposition so far either directly or quietly supporting Russian position. They aren’t outright being pro-Putin obviously, but they simply ignore anti-Russian news &amp; disseminate Sputnik sourced propaganda day in &amp; out. http",macro
433,Ex-NY mayor Giuliani facing inquiry over possible Turkey lobbying @user http up for 2017-21 Trump &amp; Erdogan lobbying dealings,macro
434,"Zelensky to Erdoğan: ""You have to make a choice - are you for the truth or not” (Are you with Ukraine or not)",macro
435,RT @user AKP Spokesman and Turkish Football Federation President booed at football match by fans of Adana Demirspor (a traditionally lef…,macro
436,RT @user 🔻 The Prime Minister of Iraqi Kurdistan Masrour Barzani condemned the murder of seven members of a Kurdish family in Turkey o…,macro
437,"RT @user Canada joined Australia, New Zealand, Britain and the United States in a diplomatic boycott of the Winter Olympics in Beijing,…",macro
438,"Turkish - Greek authorities find a common ground on arresting Sevan Nişanyan. If Nişanyan deported to Turkey, he will go back to prison. http",macro
439,"One of the rare photos after resignation, former Finance Min Albayrak was seen with the newly appointed Turkish Finance minister http",macro
440,RT @user Every day miners are selling around 20 million usd of $ETH. Every. Single. Day.   Sept 15th that goes away. We get the…,nano
441,#SupportTheTroops 🇺🇸 http,macro
442,I gotta get me a bowl man... I can’t even enjoy these days all I can think about is putting in more work,macro
443,Jarrius out!! PEACE ✌🏾!! 😂😂 http,macro
444,RT @user I’m out here living my best life doing a t-shirt toss with @user and @user have I mentioned I love my…,macro
445,Wassup wit that back pay? @user http,macro
446,Can’t wait for $EGLD’s conference on the 3rd of November!!! Count me in 🚀  https://t.co/nucRoa2ClI,no influencer
447,WOW! $EGLD is now available on the Guardarian EU-licensed fiat gateway! 🏦💳  https://t.co/o9ElGqP2Rg,no influencer
448,@user TVL is $2.91 Billion USD with a Market Cap of $12 Billion. In any other context this would put fair value of $UNI around $78.00USD per token.,micro
449,RT @user Key points from #HIP69:  1) Launching Lord Roz subDAO 2) Introducing $ROZ token 3) Inverse wealth token distribution 4) Ho…,micro
450,@user $BOP if you missed $HNT this is the next one,micro
451,The beginning of what may spark one of the biggest senergies in the #blockchain space.  #Helium #BoringProtocol $HNT $BOP http,micro
452,"I predict that when #Ethereum2 launches and gas prices come down, many $ETH #NFTs will go parabolic.",micro
453,$BOP looking to follow in the footsteps of $HNT.  The main difference is Helium has a $1.5 bil market cap and Boring Protocol sits at about $8 million.  That means its a strong buy 🌛 https://t.co/4LTR7Htdhf,micro
454,Only 7 Falco's will ever exist in the $SOL metaverse! #Solice   Genesis #716 http,micro
455,In 2 years the price of #Solana has gone from .68 to $33 yet everyone is complaining about the drop. 🤣🤣🤣 only in #crypto would that happen. $SOL,micro
456,@user @user I wonder how many traditional stock investors even know what $LUNA is?,micro
457,"RT @user Heard from a friend (a crypto tax accountant) that a client of his had approx. $2M in $LUNA earnings, swapped to $UST clos…",micro
458,RT @user ⚠️ FREE NFT Giveaway!! ♻️ Retweet/Follow + Tag 3 friends  My “Toronto Icons” NFT Collection is a journey through mind b…,micro
459,I logged into Osmosis a min ago and realized I was staking $luna. Literally forgot about it. Now it's worth less than a $1. It's okay. Still grateful. Had a wild ride with NFTs. You win some. You lose some.,micro
460,I'm sure the degen gambler in all of us want to buy $luna,micro
461,It $looks like I made a great investment. Still staking. Whose still in? http,micro
462,@user I actually off loaded $ape and bought a cottage Airbnb property. Happy with decision as I diversified my investment. Risk management.,micro
463,RT @user Over *four years* ago I was a research analyst at @user   The Terra / $LUNA deal came across our desk and I was a…,micro
464,@user What's $ADA?,micro
465,@user If they had $LUNA they definitely less than a millionaire lol,micro
466,😅😅😅,macro
467,Less than 50 mins on this ! http,macro
468,RT @user $20 in 60 minutes  - Join TG: http RT + Follow @user,macro
469,wins for today?,macro
470,Who's up for $75,macro
471,People who defend your name when you’re not around are the most loyal friends you could ever get,macro
472,"Cheers to all the wasted, ignored, and unappreciated efforts.",macro
473,pray.......wait.....and trust.....God's timing.,macro
474,http,macro
475,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873  3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ  $SOL #Solana #SolanaAirdrop #NFT,no influencer
476,@user Best project @nicoleh27932883 @lindasingh24 @beckybaker21 @RuslanVasin3665  @oliaromanova873   3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ  $SOL #Solana #SolanaAirdrop,no influencer
477,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873  3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ  $SOL #Solana #SolanaAirdrop,no influencer
478,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873  3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ #Airdrop #Airdrops #Solana $SGF $sol,no influencer
479,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873  3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ  $SOL #Solana #SolanaAirdrop #Airdrops,no influencer
480,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873  3RcQxZrZLsHWHK5wBLAmUTRGa61sUUFVNDeNM2GKTJtQ  $SOL #Solana #SolanaAirdrop,no influencer
481,@user Best project @nicoleh27932883  @lindasingh24  @beckybaker21  @RuslanVasin3665  @oliaromanova873 $SOL #Airdrop,no influencer
